country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2009,73.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2010,73.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2011,73.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2012,73.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2013,73.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2014,73,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2015,72.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2016,72.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2001,80.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2002,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2003,80.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2004,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2005,80.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2006,80.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2007,80,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2008,80,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2009,79.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2010,79.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2011,79.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2012,79.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2013,79.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2014,79.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2015,79.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Romania,RO,ROU,642,Insufficient physical activity among school going adolescents,2016,79.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2001,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2002,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2003,88,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2004,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2005,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2006,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2007,88.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2008,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2009,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2010,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2011,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2012,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2013,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2014,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2015,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2016,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2001,79.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2002,79.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2003,79.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2004,79.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2005,79.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2006,79.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2007,79.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2008,80,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2009,80.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2010,80.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2011,80.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2012,80.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2013,80.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2014,80.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2015,80.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2016,80.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2001,83.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2002,83.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2003,83.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2004,83.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2005,83.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2006,83.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2007,83.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2008,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2009,84,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2010,84.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2011,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2012,84.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2013,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2014,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2015,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Russia,RU,RUS,643,Insufficient physical activity among school going adolescents,2016,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2001,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2002,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2003,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2004,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2005,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2006,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2007,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2008,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2009,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2010,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2011,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2012,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2013,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2014,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2015,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2016,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2001,80.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2002,80.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2003,80.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2004,80.1,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2005,80,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2006,79.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2007,79.7,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2008,79.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2009,79.4,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2010,79.3,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2011,79.2,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2012,79,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2013,78.9,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2014,78.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2015,78.6,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2016,78.5,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2001,83.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2002,83.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2003,83.2,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2004,83.1,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2005,83,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2006,83,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2007,82.9,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2008,82.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2009,82.8,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2010,82.7,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2011,82.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2012,82.6,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2013,82.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2014,82.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2015,82.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Kitts and Nevis,KN,KNA,659,Insufficient physical activity among school going adolescents,2016,82.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2001,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2002,86.1,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2003,86,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2004,86,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2005,86,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2006,86,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2007,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2008,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2009,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2010,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2011,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2012,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2013,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2014,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2015,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2016,85.9,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2001,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2002,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2003,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2004,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2005,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2006,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2007,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2008,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2009,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2010,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2011,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2012,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2013,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2014,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2015,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2016,82.8,Male,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2001,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2002,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2003,84.5,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2004,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2005,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2006,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2007,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2008,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2009,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2010,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2011,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2012,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2013,84.4,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2014,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2015,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Lucia,LC,LCA,662,Insufficient physical activity among school going adolescents,2016,84.3,Total,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2001,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2002,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2003,88.2,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2004,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2005,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2006,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2007,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2008,88.3,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2009,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2010,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2011,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2012,88.4,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2013,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2014,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2015,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
Saint Vincent and the Grenadines,VC,VCT,670,Insufficient physical activity among school going adolescents,2016,88.5,Female,Units,%,Estimated value,Free,End of fieldwork,11 to 17 years old
